source_doc_id,date,sentence,found_term,accompanying_terms,zs_base_label,zs_base_score,zs_syn_label,zs_syn_score
17,2012-05-15 18:00:00,"Only China, Germany and the Netherlands have higher figures.",china,[],partner,0.8515681028366089,adversary,0.4371165335178375
52,2012-06-05 02:00:00,"I am pleased to have this opportunity on the eve of my state visit to China and the Shanghai Cooperation Organisation summit to address the millions of readers of one of the world’s most influential newspapers, Renmin Ribao.",china,[],partner,0.8863739967346191,ally,0.7543379068374634
52,2012-06-05 02:00:00,"I value this chance to share my views on the future of our countries’ partnership and the role Russian-Chinese relations play in today’s world, which is in the midst of complex transformation, faces big global and regional security challenges, attempts to dilute the principles of international law, and economic and financial upheaval.",chinese,['russian'],partner,0.9711965322494507,ally,0.8016422986984253
52,2012-06-05 02:00:00,The main thing is that all clear-headed politicians and experts in economics and international relations realise that it is not possible to set the global agenda today behind Russia’s and China’s backs and without taking their interests into account.,china,[],partner,0.7183116674423218,adversary,0.671221911907196
52,2012-06-05 02:00:00,"In this context, we are aware of our common responsibility for the Russian-Chinese partnership’s long-term development and the importance of our common efforts within the United Nations and other multilateral organisations and regional bodies.",chinese,['russian'],partner,0.9766405820846558,ally,0.8382776975631714
52,2012-06-05 02:00:00,"We therefore have high hopes for the intensive programme of meetings we have planned with the Chinese leadership, and we also hope for fruitful work at the upcoming Shanghai Cooperation Organisation summit that will conclude China’s successful presidency of this organisation.",china,[],partner,0.8859750628471375,ally,0.5324530005455017
52,2012-06-05 02:00:00,* * Russian-Chinese relations have been deservedly called an example of the new type of relations between states.,chinese,['russian'],partner,0.9169802069664001,ally,0.483187735080719
52,2012-06-05 02:00:00,Russian-Chinese bilateral trade reached the record mark of $83.5 billion in 2011.,chinese,['russian'],partner,0.9568913578987122,ally,0.6582903861999512
52,2012-06-05 02:00:00,"They offer China more reliable and diversified energy supplies for its domestic needs, and offer Russia the chance to open up new export routes to the fast-growing Asia-Pacific region.",china,[],partner,0.9520043134689331,ally,0.6923695206642151
52,2012-06-05 02:00:00,"Among the results already attained, I note the launch of the Russian-Chinese oil pipeline that delivered 15 million tons of oil last year, and the conclusion of a long-term contract – 25 years – for electricity supplies to China.",china,['russian'],partner,0.9489033818244934,ally,0.7380916476249695
52,2012-06-05 02:00:00,"Russia also increased its coal exports to China to 10.5 million tons in 2011, and have plans for joint development of coal deposits.",china,[],partner,0.9728615283966064,ally,0.7019298672676086
52,2012-06-05 02:00:00,I hope that we will soon begin large-scale deliveries of Russian gas to China.,china,[],partner,0.9267871379852295,ally,0.6504743695259094
52,2012-06-05 02:00:00,"Russia took part in building the first section of the Tianwan Nuclear Power Plant, which the stress tests results show to be the safest in China.",china,[],partner,0.9876298904418945,ally,0.9151747226715088
52,2012-06-05 02:00:00,"Last year, our specialists helped to launch China’s first fast-neutron experimental reactor, thus making China the fourth country, after Russia, Japan and France, to possess this technology.",china,[],partner,0.8887170553207397,ally,0.6548208594322205
52,2012-06-05 02:00:00,"We hope to continue our cooperation on building the Tianwan power plant’s second and subsequent sections, and to take part in building other energy sector facilities in China.",china,[],partner,0.9750564694404602,ally,0.8748205900192261
52,2012-06-05 02:00:00,"Now we are holding the Year of Russian Tourism in China, and next year our attention will be on the Chinese Tourism Year in Russia.",china,[],partner,0.9632951021194458,ally,0.8208532929420471
52,2012-06-05 02:00:00,"Russia and China share very similar positions on all of these issues, positions based on the principles of responsibility, commitment to the basic values of international law, and unconditional mutual respect for each other’s interests.",china,[],partner,0.9234680533409119,ally,0.6873766779899597
52,2012-06-05 02:00:00,I stress that the Russian-Chinese strategic partnership plays an effective part in strengthening regional and global stability.,chinese,['russian'],partner,0.9826155304908752,ally,0.8675442934036255
52,2012-06-05 02:00:00,"It would be in our common interests to make use of the obvious advantages offered by China’s fast-growing economy, the technological potential that Russia is developing as it modernises, and the Central Asian countries’ rich natural resources.",china,[],partner,0.9722837209701538,ally,0.8809630274772644
52,2012-06-05 02:00:00,We have high hopes for the Russian-Chinese talks and the SCO summit in Beijing.,chinese,['russian'],partner,0.944014310836792,ally,0.6979674100875854
52,2012-06-05 02:00:00,"Russia needs a prosperous China, and I am sure that China needs a successful Russia.",china,['prosperous'],partner,0.9343881011009216,adversary,0.5037646293640137
52,2012-06-05 02:00:00,An old Chinese saying states that common hopes require common efforts.,chinese,['old'],partner,0.7855419516563416,ally,0.7076243162155151
53,2012-06-05 16:00:00,China is a strategic partner of the Russian Federation.,china,[],partner,0.9893002510070801,ally,0.9910051226615906
53,2012-06-05 16:00:00,"We welcome the active participation of Chinese partners in the Russian technoparks and special economic zones, as well as research and innovation centres.",chinese,[],partner,0.9771807193756104,ally,0.829332709312439
53,2012-06-05 16:00:00,"We are ready to further boost interregional cooperation, intensify the programme of cooperation between the Russian Far East, Eastern Siberia and Northeast China.",china,['northeast'],partner,0.9297137260437012,ally,0.7179737687110901
53,2012-06-05 16:00:00,"At present Russia has about 18,000 Chinese students and China has 8,000 Russian students.",china,[],partner,0.9498794078826904,ally,0.5484318733215332
53,2012-06-05 16:00:00,"The partnership between Russia and China will continue to actively develop for the benefit of our nations, and today is a good example of building truly friendly and good neighbourly relations.",china,[],partner,0.9780287146568298,ally,0.7903762459754944
54,2012-06-06 10:15:00,"The Russian and Chinese prime ministers will have their next meeting in autumn, and I am sure that this will mark yet another step in developing our multilateral strategic partnership. <…>",chinese,[],partner,0.9746488928794861,ally,0.7631116509437561
55,2012-06-06 11:30:00,It is a great pleasure to be here in friendly China.,china,['friendly'],partner,0.8814197182655334,ally,0.964826762676239
55,2012-06-06 11:30:00,"We do indeed have a very full programme of work together with our Chinese partners, including with the government.",chinese,[],partner,0.9742496013641357,ally,0.8750361800193787
56,2012-06-06 12:15:00,"Russian-Chinese relations are important not just economically, however, but are also a big stabilising factor in international affairs and global security, and ultimately contribute to our countries’ steady development.",chinese,['russian'],partner,0.9520878791809082,ally,0.7774849534034729
56,2012-06-06 12:15:00,"I hope very much that today’s visit and the high-level contacts we have planned in China and in Russia, including through our defence agencies, will give impetus to our all-round strategic partnership’s continued development.",china,[],partner,0.9534754157066345,ally,0.685592770576477
56,2012-06-06 12:15:00,These were the first joint Russian-Chinese naval exercises.,chinese,['russian'],partner,0.9693334102630615,ally,0.6627718806266785
57,2012-06-06 13:30:00,"This year, the heads of both houses of the Russian parliament are scheduled to visit China.",china,[],partner,0.8614619374275208,adversary,0.4692009687423706
57,2012-06-06 13:30:00,"In this respect, let me say that people in Russia know and love China and have big interest in your country’s great history and culture.",china,[],partner,0.9281733632087708,ally,0.7735811471939087
58,2012-06-07 08:00:00,"Last year, at Russia’s initiative, a prevention operation was held jointly with China and Kazakhstan, as a result of which over four hundred drug-related crimes were solved.",china,[],partner,0.9766576886177063,ally,0.804050624370575
