source_doc_id,date,sentence,found_term,accompanying_terms,zs_base_label,zs_base_score,zs_syn_label,zs_syn_score
4850,2022-06-17 17:40:00,"Later, the Americans lifted them because they saw what this could lead to.",american,[],partner,0.762157678604126,adversary,0.6147258877754211
2263,2016-12-01 13:10:00,"I certainly count on joining efforts with the United States in the fight against real rather than fictional threats, international terrorism being one of them.",united states,[],partner,0.8849934935569763,ally,0.8386051654815674
613,2013-07-19 18:15:00,"This Universiade had the greatest number of participants in the history of such events: 11,760 athletes, over a thousand more than there were in 2011 in Shenzhen, China.",usa,[],partner,0.8776332139968872,ally,0.6089617609977722
2173,2016-10-04 14:30:00,Over a thousand were trained at Russia’s expense.,usa,[],partner,0.6783338189125061,adversary,0.6623515486717224
4582,2021-10-13 20:10:00,"This includes efforts to expand American presence in Central Asia, the recent military and political alliance between Great Britain, Australia and the United States, as well as plans nurtured by Washington and its allies to incite instability ahead of elections at various levels to be held in our countries in the coming years.",united states,[],partner,0.8866440057754517,ally,0.8783746957778931
157,2012-08-24 18:15:00,"Our ancestors – the Slavic, Ugro-Finnic, Turkic and other tribes – laid the foundation more than a thousand years ago and created a huge, powerful, united, centralised state that now stretches from the Baltic Sea to the Pacific Ocean.",usa,[],partner,0.8877859115600586,ally,0.6976501941680908
1652,2015-09-29 06:00:00,"But they were destroyed, and the United States suffered grave losses after that including the death of its ambassador.",united states,[],enemy,0.5194735527038574,adversary,0.8735068440437317
2739,2017-10-19 20:10:00,"In turn, these sponsors get unambiguous signals from certain American authorities.",american,[],partner,0.937190055847168,ally,0.4586889743804931
3308,2018-10-24 19:15:00,"Yes, indeed, there are certain questions regarding progress in missile technology and the limitations undertaken only by the United States and the Soviet Union, now the Russian Federation.",united states,[],partner,0.6952742338180542,adversary,0.7761675715446472
2419,2017-03-30 15:40:00,"I would not dramatize anything and would not use these factors, which are of global importance, for political infighting in the United States.",united states,[],neutral,0.8397084474563599,unbiased,0.9379522800445556
3688,2019-07-19 22:00:00,"It always gives an advantage in countries such as the USA, some countries of Western Europe, about 2 percent on average, at a minimum.",usa,[],partner,0.907983124256134,ally,0.7913506627082825
391,2013-02-21 19:45:00,"As for gas transmission, the length increase of Gazprom’s pipeline system over the past two decades is equivalent to the span of the earth’s equator: 40 thousand kilometres.",usa,[],partner,0.8664575219154358,ally,0.6368204951286316
1709,2015-11-10 17:20:00,"As we all know, the United States and their allies are continuously building up their global missile defence system.",united states,[],partner,0.8641437292098999,ally,0.746012806892395
456,2013-04-08 21:20:00,"I would have been happy if they had shown me some sausage or bacon, but not the charms they were demonstrating.",usa,[],partner,0.5101221203804016,adversary,0.5203601121902466
4055,2020-04-07 16:30:00,"The Americans confirmed a contract with Honeywell for almost 2,000 units.",american,[],partner,0.9385063052177428,ally,0.8117053508758545
4124,2020-06-19 00:00:00,"Thus, the Red Army supported the landing of the Anglo-American troops in Normandy by carrying out a large-scale Operation Bagration in Belorussia.",american,['anglo'],partner,0.6526424884796143,ally,0.6704551577568054
1909,2016-04-07 17:00:00,"So if we (as we can establish a constructive dialogue in certain other areas, say, in fighting terrorism in Syria) manage to carry on this work, extremely important not only for the United States and Russia but as well as, without any exaggeration, for the entire world, we will, of course, not only be ready for this work; we are ready for it now; we want to continue it and we will see it through to the end, but on an equal basis. <…> (answering a question about Crimea’s agro-industrial sector)",united states,[],partner,0.885105311870575,ally,0.5955930352210999
653,2013-08-26 19:30:00,This is a highly important sector – and not just because it employs thousands upon thousands of individuals.,usa,[],partner,0.8577640652656555,ally,0.8037354350090027
1454,2015-05-01 13:40:00,Many thousands of people make their contribution to the metals sector’s results.,usa,[],partner,0.8151540160179138,ally,0.6718171238899231
318,2012-12-20 16:40:00,"This is slightly lower than last year, when we had 4.3% growth, but I want to point out that amid the recession in the Eurozone, slowing economic growth in the United States and even some scaling down in China, I consider this a good result overall.",united states,[],partner,0.5390852093696594,ally,0.4943515062332153
